Leaves,Order,Family,Subfamily,Genus,Family Definition
NC_042074,Demerecvirales,Demerecviridae,Ermolyevavirinae,Jesfedecavirus,ICTV VMR38
NC_028895,Demerecvirales,Demerecviridae,Ermolyevavirinae,Jesfedecavirus,ICTV VMR38
NC_055801,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055850,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055851,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055849,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055848,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055913,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055830,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055829,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055800,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055794,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_055847,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_042095,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_042094,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_019529,Demerecvirales,Demerecviridae,Ermolyevavirinae,Thalassavirus,ICTV VMR38
NC_048866,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048867,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048871,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048110,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047754,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_024139,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_017969,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_071038,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048731,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048795,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047881,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047859,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048000,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_015269,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048001,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_031042,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_042307,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_031022,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_028754,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048794,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047822,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_028840,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_005859,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048870,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048062,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048205,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047949,Demerecvirales,Demerecviridae,,Shenzhenvirus,ICTV VMR38
NC_047835,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048009,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048869,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048808,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047999,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048760,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_031933,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_031902,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_027297,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_010583,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047979,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047749,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_027356,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048786,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048857,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048855,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048856,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048853,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048852,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048748,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048627,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048818,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048865,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047885,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047950,Demerecvirales,Demerecviridae,,Shenzhenvirus,ICTV VMR38
NC_048011,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_048006,Demerecvirales,Demerecviridae,Markadamsvirinae,Epseptimavirus,ICTV VMR38
NC_047785,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_019404,Drexlervirales,Drexlerviridae,Rogunavirinae,Guelphvirus,ICTV VMR38
NC_023743,Drexlervirales,Drexlerviridae,Rogunavirinae,Guelphvirus,ICTV VMR38
NC_019718,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_024784,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_024789,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_024793,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_042038,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_042046,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_047740,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_024210,Drexlervirales,Drexlerviridae,Rogunavirinae,Rogunavirus,ICTV VMR38
NC_047847,Drexlervirales,Drexlerviridae,Rogunavirinae,Christensenvirus,ICTV VMR38
NC_047848,Drexlervirales,Drexlerviridae,Rogunavirinae,Christensenvirus,ICTV VMR38
NC_047893,Drexlervirales,Drexlerviridae,Rogunavirinae,Christensenvirus,ICTV VMR38
NC_048208,Drexlervirales,Drexlerviridae,Rogunavirinae,Christensenvirus,ICTV VMR38
NC_049813,Drexlervirales,Drexlerviridae,Rogunavirinae,Rtpvirus,ICTV VMR38
NC_047812,Drexlervirales,Drexlerviridae,Rogunavirinae,Rtpvirus,ICTV VMR38
NC_047810,Drexlervirales,Drexlerviridae,Rogunavirinae,Rtpvirus,ICTV VMR38
NC_007603,Drexlervirales,Drexlerviridae,Rogunavirinae,Rtpvirus,ICTV VMR38
NC_054896,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_049817,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_049819,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_048202,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_049815,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_049814,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_047820,Drexlervirales,Drexlerviridae,Rogunavirinae,,ICTV VMR38
NC_054895,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_048206,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_019509,Drexlervirales,Drexlerviridae,Tempevirinae_1,Kyungwonvirus,ICTV VMR38
NC_048088,Drexlervirales,Drexlerviridae,Tempevirinae_1,Kyungwonvirus,ICTV VMR38
NC_048137,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_049830,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_042122,Drexlervirales,Drexlerviridae,,,ICTV VMR38
NC_049816,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_048132,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_007291,Drexlervirales,Drexlerviridae,,,ICTV VMR38
NC_029071,Drexlervirales,Drexlerviridae,Tempevirinae_2,,ICTV VMR38
NC_048150,Drexlervirales,Drexlerviridae,Tempevirinae_2,,ICTV VMR38
NC_049832,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_047938,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_049818,Drexlervirales,Drexlerviridae,Tempevirinae_1,Warwickvirus,ICTV VMR38
NC_041874,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_042066,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_047828,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_047898,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_047823,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_048065,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_031026,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_027350,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_047947,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_009540,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_047863,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_042043,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_019725,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_047959,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_049831,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_047998,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_049853,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_041995,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_041873,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_026010,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_015456,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_005833,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_047960,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_054893,Drexlervirales,Drexlerviridae,Tempevirinae_1,Baihuvirus,ICTV VMR38
NC_047985,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tlsvirus,ICTV VMR38
NC_031050,Drexlervirales,Drexlerviridae,Tempevirinae_1,Baihuvirus,ICTV VMR38
NC_049827,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049826,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049824,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049852,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049823,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049822,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049821,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_054892,Drexlervirales,Drexlerviridae,Tempevirinae_1,Baihuvirus,ICTV VMR38
NC_047996,Drexlervirales,Drexlerviridae,Tempevirinae_1,Tunavirus,ICTV VMR38
NC_054894,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_021331,Drexlervirales,Drexlerviridae,Tempevirinae_1,,ICTV VMR38
NC_049829,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049828,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_049825,Drexlervirales,Drexlerviridae,Tempevirinae_1,Hanrivervirus,ICTV VMR38
NC_041921,Drexlervirales,Druskaviridae,,,ICTV VMR38
NC_055711,Autographivirales,Fredfastierviridae,,,ICTV VMR38
NC_007807,Autographivirales,Fredfastierviridae,,,ICTV VMR38
NC_003907,Autographivirales,Fredfastierviridae,,,ICTV VMR38
NC_008695,Graavivirales,Graaviviridae,,,ICTV VMR38
NC_021537,Graavivirales,Graaviviridae,,,ICTV VMR38
NC_027395,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070991,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070984,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070992,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070993,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070985,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_018835,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_023593,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070979,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_018859,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070981,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070982,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070983,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070980,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_048773,Autographivirales,Grimontviridae,,Lahexavirus,ICTV VMR38
NC_048774,Autographivirales,Grimontviridae,,Lahexavirus,ICTV VMR38
NC_010324,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_048776,Autographivirales,Grimontviridae,,Lahexavirus,ICTV VMR38
NC_070978,Autographivirales,Grimontviridae,,,ICTV VMR38
NC_070988,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070986,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_028903,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070989,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_048775,Autographivirales,Grimontviridae,,Lahexavirus,ICTV VMR38
NC_070990,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070987,Autographivirales,Grimontviridae,,Kuravirus,ICTV VMR38
NC_070972,Guelinvirales,Guelinviridae_1,,,ICTV VMR38
NC_048738,Madridvirales,Guelinviridae_2,Denniswatsonvirinae,,ICTV VMR38
NC_048629,Madridvirales,Guelinviridae_2,,,ICTV VMR38
NC_048661,Madridvirales,Guelinviridae_2,Denniswatsonvirinae,Gregsiragusavirus,ICTV VMR38
NC_019523,Madridvirales,Guelinviridae_2,Denniswatsonvirinae,Gregsiragusavirus,ICTV VMR38
NC_021321,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_062740,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_062763,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_062755,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_021320,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_062758,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_004927,Thumleimavirales,Hafunaviridae,,Haloferacalesvirus,ICTV VMR38
NC_062760,Thumleimavirales,Hafunaviridae,,,ICTV VMR38
NC_021329,Haloferuvirales,Haloferuviridae,,,ICTV VMR38
NC_062762,Haloferuvirales,Haloferuviridae,,,ICTV VMR38
NC_021328,Thumleimavirales,Halomagnusviridae,,,ICTV VMR38
NC_062756,Thumleimavirales,Halomagnusviridae,,,ICTV VMR38
NC_048652,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Nitunavirus,ICTV VMR38
NC_048726,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Nitunavirus,ICTV VMR38
NC_022771,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Nitunavirus,ICTV VMR38
NC_021856,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Nitunavirus,ICTV VMR38
NC_047744,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Agatevirus,ICTV VMR38
NC_029121,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Agatevirus,ICTV VMR38
NC_024792,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Agatevirus,ICTV VMR38
NC_020081,Thumleimavirales,Herelleviridae,Bastillevirinae_2,,ICTV VMR38
NC_027355,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_048087,Thumleimavirales,Herelleviridae,Brockvirinae,Schiekvirus,ICTV VMR38
NC_031056,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_016563,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_024137,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_020873,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_028890,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Tsarbombavirus,ICTV VMR38
NC_047735,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Tsarbombavirus,ICTV VMR38
NC_018860,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Tsarbombavirus,ICTV VMR38
NC_028887,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_024788,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_042133,Thumleimavirales,Herelleviridae,Bastillevirinae_2,,ICTV VMR38
NC_027352,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_027366,Thumleimavirales,Herelleviridae,Bastillevirinae_2,,ICTV VMR38
NC_030920,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Eldridgevirus,ICTV VMR38
NC_029058,Thumleimavirales,Herelleviridae,,,ICTV VMR38
NC_028983,Thumleimavirales,Herelleviridae,Spounavirinae,Siminovitchvirus,ICTV VMR38
NC_028982,Thumleimavirales,Herelleviridae,Spounavirinae,Siminovitchvirus,ICTV VMR38
NC_025423,Thumleimavirales,Herelleviridae,Spounavirinae,Siminovitchvirus,ICTV VMR38
NC_022761,Thumleimavirales,Herelleviridae,Spounavirinae,Okubovirus,ICTV VMR38
NC_011421,Thumleimavirales,Herelleviridae,Spounavirinae,Okubovirus,ICTV VMR38
NC_027374,Thumleimavirales,Herelleviridae,Bastillevirinae_2,Eldridgevirus,ICTV VMR38
NC_012530,Thumleimavirales,Herelleviridae,,,ICTV VMR38
NC_022769,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_015253,Thumleimavirales,Herelleviridae,,,ICTV VMR38
NC_030925,Thumleimavirales,Herelleviridae,,,ICTV VMR38
NC_048797,Thumleimavirales,Herelleviridae,Bastillevirinae_2,,ICTV VMR38
NC_022088,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_042140,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Caeruleovirus,ICTV VMR38
NC_047736,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_047948,Thumleimavirales,Herelleviridae,Twortvirinae,Baoshanvirus,ICTV VMR38
NC_047945,Thumleimavirales,Herelleviridae,Twortvirinae,Baoshanvirus,ICTV VMR38
NC_041928,Thumleimavirales,Herelleviridae,Twortvirinae,Sepunavirus,ICTV VMR38
NC_028962,Thumleimavirales,Herelleviridae,Twortvirinae,Sepunavirus,ICTV VMR38
NC_030933,Thumleimavirales,Herelleviridae,Twortvirinae,Silviavirus,ICTV VMR38
NC_022090,Thumleimavirales,Herelleviridae,Twortvirinae,Silviavirus,ICTV VMR38
NC_020877,Thumleimavirales,Herelleviridae,Twortvirinae,Silviavirus,ICTV VMR38
NC_007610,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_019511,Thumleimavirales,Herelleviridae,Twortvirinae,Silviavirus,ICTV VMR38
NC_007021,Thumleimavirales,Herelleviridae,Twortvirinae,,ICTV VMR38
NC_019448,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_022918,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_025416,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_023501,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_028765,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_023573,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047767,Thumleimavirales,Herelleviridae,Twortvirinae,,ICTV VMR38
NC_022763,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_021781,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_047745,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_047796,Thumleimavirales,Herelleviridae,Brockvirinae,Schiekvirus,ICTV VMR38
NC_029009,Thumleimavirales,Herelleviridae,Brockvirinae,Schiekvirus,ICTV VMR38
NC_027335,Thumleimavirales,Herelleviridae,Brockvirinae,Kochikohdavirus,ICTV VMR38
NC_029026,Thumleimavirales,Herelleviridae,Brockvirinae,Kochikohdavirus,ICTV VMR38
NC_009904,Thumleimavirales,Herelleviridae,Brockvirinae,Kochikohdavirus,ICTV VMR38
NC_009811,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_047872,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_024383,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_047871,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_024360,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_024787,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_020871,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_025440,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_024359,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_024364,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_041862,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_042048,Thumleimavirales,Herelleviridae,,Pecentumvirus,ICTV VMR38
NC_022920,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_025426,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_023009,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047721,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_019726,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_007066,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047723,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047729,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047731,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047726,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047727,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047732,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047730,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047725,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047724,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047728,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047722,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_005880,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_018857,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_024211,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_024213,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_028944,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Wphvirus,ICTV VMR38
NC_018856,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bastillevirus,ICTV VMR38
